row_index,cooks_distance,leverage,standardized_residual,communityname,state
740,0.0008235296732196975,0.005747978609807639,-1.4121938426498897,Alexandriacity,51
1011,0.0008211353980653007,0.014988102660957075,-0.8691981904760475,Indiocity,6
1823,0.0008195661200662731,0.0035541191186040204,1.7935640264560146,Moberlycity,29
843,0.0008141658505645237,0.003466121472471054,1.810275206990141,Hammondcity,18
7,0.0008140754513127487,0.011753320836830445,0.9789234525702926,Selmacity,6
229,0.0008123336686059614,0.0067833128028570505,-1.2904236868049235,Decaturcity,13
1440,0.0008078036425785561,0.013698706902572863,-0.9023643639426457,VentnorCitycity,34
1269,0.0008057303430917796,0.031136866476171313,-0.5924512779650001,Huntsvillecity,48
153,0.0007921929432669275,0.003537738866993937,1.7674496217055606,Cumberlandtown,44
210,0.0007775840229795679,0.008627289746171858,-1.1184561709500918,Hyattsvillecity,24
76,0.0007738407723553567,0.004496849937664047,-1.5486630755042587,DelCitycity,40
598,0.0007733152712187791,0.00540299302174453,-1.41172037173115,Elkhartcity,18
1169,0.0007717482882431272,0.003938124368299692,1.6531044710899034,Vallejocity,6
1900,0.0007618614494124385,0.002047822394989609,2.279873434632643,Prattvillecity,1
253,0.0007597408696320704,0.008380064116925186,-1.1218782194854335,Somervilleborough,34
1753,0.0007576525088612015,0.002671826728923299,1.989820722079562,Melbournecity,12
1232,0.0007532403537184581,0.01428136366762007,0.8531442179189024,Hulltown,25
1857,0.0007464807005585153,0.011684953898274755,0.9401724303217038,Morgantowncity,54
405,0.0007406096902065973,0.011180089222149754,-0.9576232452475827,Avondalecity,4
1623,0.000735432009450815,0.0068078848909761056,1.2255917012777424,Kissimmeecity,12
715,0.000723993725279395,0.011064793807870822,-0.9517955618400952,Bloomfieldtown,9
977,0.0007231045528205274,0.008950635459409668,-1.058730134979111,Westwegocity,22
1397,0.0007205588956823456,0.006331385470758015,1.2582593567187885,Sumtercity,45
1370,0.0007075765141589788,0.007196140365502993,-1.1690487933989786,Terrellcity,48
611,0.0007055302621509024,0.005142046878778574,-1.38240203154134,Williamsportcity,42
1604,0.0007022444468192783,0.005572340192841856,-1.3245731924252655,Amsterdamcity,36
1851,0.0006996955136189596,0.018589482112107456,-0.7191347431346832,Naplescity,12
